@relation artificial_E1_0_5000

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
1.58289,5.61109,0
8.05405,7.57271,1
3.06786,9.54336,1
8.37897,7.37309,1
5.33863,3.46511,0
6.51757,7.27325,1
1.52655,2.10305,0
3.87994,4.19815,0
7.10594,6.70125,1
6.97702,9.84188,1
8.96542,8.05577,1
6.1418,4.79188,0
3.1901,3.1789,0
-1.41865,5.11112,0
-0.0302174,4.19497,0
4.94808,6.5973,1
1.03081,2.74129,0
0.548318,1.62504,0
3.39044,4.09851,0
5.94659,4.40166,1
4.57874,5.98773,1
2.60926,0.984742,0
1.26884,1.19405,0
5.87342,7.44739,1
2.53874,4.94891,0
8.14249,9.37671,1
0.447173,-1.25299,0
5.39429,8.67851,1
3.52859,3.87598,0
4.4178,-0.329671,0
5.73858,6.16197,1
7.40253,10.6534,1
6.7308,7.73681,1
6.97123,9.19215,1
8.03786,7.13752,1
7.02379,9.52017,1
7.71606,7.11021,1
6.69027,6.55292,1
7.97907,7.57302,1
1.79957,4.10579,0
1.72235,2.51042,0
7.8035,6.07163,1
1.65897,3.32489,0
6.52428,7.52224,1
8.07532,8.23654,1
8.82702,10.2284,1
2.2489,3.59095,0
2.72542,1.27927,0
2.02772,5.44032,0
1.26024,4.57607,0
7.02539,7.59618,1
2.09611,3.4961,0
4.85491,10.3422,1
0.00151997,4.38375,0
2.31996,4.78952,0
0.901398,1.12265,0
1.18141,3.32853,0
1.16527,2.35364,0
1.56487,3.19062,0
0.485601,-0.696145,0
7.73174,8.85465,1
7.84538,8.45054,1
4.08404,3.65803,0
6.22552,10.2569,1
2.46408,0.299873,0
1.50241,2.08931,0
1.97965,1.64298,0
2.68597,2.93011,0
2.41967,3.93649,0
1.74373,3.34831,0
1.25756,1.62409,0
8.03205,5.23947,1
2.91056,1.50328,0
6.42384,7.17003,1
7.33223,6.97018,1
8.30926,5.60595,1
4.59385,9.76504,1
6.84966,5.26645,1
2.73966,3.44664,0
1.80306,3.72514,0
7.56558,10.6014,1
7.23731,8.28139,1
5.8773,8.02006,1
8.12235,9.03846,1
6.71935,7.83462,1
6.48099,7.5205,1
3.40851,3.60671,0
7.31079,8.19345,1
-0.259861,1.29944,0
7.62883,9.02004,1
0.838501,3.63551,0
8.01698,7.83474,1
0.377836,3.42166,0
0.683236,3.88546,0
-0.998072,2.78214,0
7.19921,8.15726,1
7.37088,5.41304,1
5.5179,8.17207,1
2.32134,2.47176,0
1.99629,0.317072,0
1.29788,2.13028,0
1.27843,1.74749,0
8.21598,6.64461,1
6.98351,9.42205,1
7.60195,7.37469,1
2.79334,1.32329,0
8.03505,5.76324,1
2.02553,1.80654,0
6.87964,5.24844,1
3.12279,2.51581,0
6.86108,9.13821,1
6.64322,8.08777,1
8.13611,8.22564,1
0.21335,0.652264,0
5.58845,8.32887,1
8.03338,7.14662,1
4.19749,1.50021,0
-0.522708,2.87578,0
2.04004,2.81517,0
1.96292,1.98206,0
3.19132,0.0095816,0
4.28261,8.63937,1
8.28425,7.27404,1
1.01574,3.96334,0
7.2399,6.5661,1
1.71827,2.29949,0
5.01005,9.04232,1
1.18866,3.14489,0
7.13371,8.07036,1
5.70582,6.11479,1
4.73406,8.58718,1
7.60993,7.68976,1
1.63085,-0.132609,0
0.718547,1.5328,0
7.28446,9.47045,1
1.59894,0.991145,0
8.65456,9.87847,1
8.53725,9.10047,1
4.04171,7.72861,1
1.56961,1.27374,0
9.01796,8.54588,1
1.54457,3.1777,0
8.01813,6.56033,1
7.83926,8.67315,1
4.43049,-0.335687,0
1.72166,6.07925,0
5.58717,9.55284,1
2.96632,2.59906,0
2.24508,2.90667,0
3.71264,2.74046,0
7.53963,9.55972,1
6.92167,7.50888,1
1.14053,-0.765945,0
8.59943,6.45883,1
6.69115,5.96762,1
3.62111,2.23979,0
7.56204,8.69868,1
2.71604,2.13165,0
8.72253,9.04982,1
0.762626,3.04772,0
2.9717,7.88193,1
0.207799,2.36243,0
2.87709,1.55333,0
7.27329,8.80773,1
8.66681,7.21589,1
1.44111,1.98277,0
1.83218,0.825241,0
8.75496,7.57056,1
8.44513,7.65282,1
6.89454,8.71407,1
2.03951,2.65839,0
7.99679,7.17138,1
7.49088,6.25686,1
1.4792,3.7254,0
2.261,3.15377,0
5.97424,10.0628,1
7.24129,8.7337,1
4.19022,6.81778,1
6.98339,7.67074,1
5.08748,7.34163,1
10.6238,3.47175,1
2.83677,2.26838,0
2.7776,2.46054,0
5.84434,8.65643,1
7.08127,7.91301,1
5.38012,8.75187,1
6.61797,7.88263,1
1.185,2.37418,0
5.92547,7.38803,1
3.55726,2.32558,0
9.48294,5.02117,1
2.00933,2.56103,0
7.59402,5.56474,1
5.69223,8.44129,1
4.4679,8.57246,1
1.93044,2.7672,0
6.89769,9.07005,1
0.954548,5.04975,0
8.77868,7.25259,1
0.063398,1.06769,0
2.8663,2.40337,0
-0.158439,3.621,0
5.82658,7.12343,1
1.2703,5.71451,0
5.18804,8.86611,1
5.92134,8.22307,1
1.52392,4.9511,0
1.94868,1.49941,0
2.16263,0.64362,0
5.05595,10.7,1
1.15207,5.66023,0
