@relation artificial_E1_0_50

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
3.66922,6.65715,1
7.35519,7.32826,1
9.03536,10.2756,1
5.61675,6.95799,1
2.27219,3.13182,0
1.38144,3.93452,0
2.41002,4.77461,0
7.1318,9.59947,1
1.43069,3.73187,0
1.46468,5.34734,0
4.19762,3.53573,0
6.82519,10.888,1
6.46737,7.86979,1
3.81047,3.9537,0
2.07251,1.98253,0
2.91588,5.00237,0
3.50903,4.17443,0
7.44597,9.44738,1
2.87343,3.35477,0
5.20332,6.77037,1
7.97504,9.08213,1
1.77677,3.36361,0
6.76804,8.58677,1
9.3015,6.87764,1
1.86763,3.02318,0
6.49781,9.18261,1
7.12534,9.10258,1
2.93641,0.939718,0
1.63013,3.36469,0
-0.10024,1.41742,0
6.39652,7.8605,1
7.84597,7.05161,1
2.51508,0.584244,0
0.976826,2.31488,0
1.46034,2.6819,0
0.151418,3.33337,0
2.84077,3.33499,0
6.58354,7.02598,1
8.97393,7.08228,1
2.90155,1.74115,0
2.73377,4.32411,0
5.77666,5.55977,1
2.961,2.73699,0
6.5432,6.1858,1
8.35969,7.80919,1
2.66891,4.47454,0
6.84708,7.04751,1
-0.391325,3.08099,0
7.36576,9.03287,1
2.05877,0.691879,0
3.84384,1.39994,0
6.74362,8.33102,1
5.77447,9.38727,1
3.39868,4.65537,0
1.92698,3.30107,0
5.63863,8.36278,1
4.66887,6.77629,1
8.85315,8.18136,1
5.69186,8.56801,1
1.61873,4.36085,0
0.573324,2.45621,0
1.24047,2.81249,0
6.74507,7.63379,1
6.08254,6.82599,1
7.75609,10.0141,1
1.80332,4.22454,0
7.49602,6.58479,1
2.18007,3.01408,0
1.58763,5.30744,0
9.26439,8.95563,1
-0.0994159,2.67723,0
-0.271983,3.39807,0
4.99545,3.03261,0
4.37149,1.211,0
2.15456,3.95061,0
6.05084,10.8119,1
4.53296,3.69694,1
7.82537,8.28142,1
7.71033,7.35812,1
8.41358,8.09258,1
3.88903,2.95452,0
7.41127,7.11153,1
6.20915,6.59206,1
3.84387,1.0166,0
6.70668,4.10319,0
6.6124,8.07616,1
1.30783,4.64522,0
8.92071,7.06849,1
6.00641,9.12503,1
-2.1799,3.52399,0
0.0473053,3.18426,0
6.51824,8.70817,1
7.90656,9.08266,1
1.43859,4.46643,0
1.4823,2.89375,0
6.55527,6.51987,1
8.4255,6.98276,1
9.8738,9.06858,1
6.13173,1.03208,0
7.35331,9.43083,1
