@relation artificial_E2i_0_50

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
8.23957,7.72755,1
8.31766,9.04818,1
7.43582,7.39757,1
6.98659,9.18367,1
2.19547,2.94412,0
6.36037,8.51236,1
0.803295,3.6658,0
8.32527,9.0696,1
5.77634,8.63494,1
8.25944,6.63772,1
2.4147,3.78609,0
1.94608,4.09534,0
7.53882,9.82572,1
3.04006,4.09539,0
5.72214,9.47138,1
6.61415,10.0118,1
7.72124,7.3328,1
3.50255,2.42521,0
1.50915,1.68572,0
7.20934,10.6237,1
4.79109,5.71095,1
7.24515,8.08419,1
1.83668,3.17423,0
6.84551,5.90526,1
7.49485,7.00983,1
2.09504,2.6428,0
6.54925,7.05151,1
8.14819,9.22041,1
0.783357,5.77132,0
3.20194,1.89855,0
4.20255,4.40647,0
2.00026,0.406876,0
7.33518,10.8197,1
2.55025,-0.674441,0
2.69702,2.43677,0
0.60408,1.3894,0
2.11182,3.47784,0
2.30745,2.67289,0
3.6204,2.94205,0
2.22101,1.1817,0
4.9243,10.9803,1
0.154275,2.93458,0
1.92753,4.47016,0
5.06988,7.61637,1
7.36467,6.72053,1
7.8749,6.88102,1
7.50535,7.52627,1
1.51226,3.30994,0
1.02145,-0.221099,0
0.476637,3.91917,0
2.50072,4.03552,0
2.34176,1.39066,0
6.25198,8.77411,1
0.981961,1.63457,0
6.89217,7.45938,1
0.654502,2.9975,0
5.75232,10.2479,1
2.2043,1.1978,0
2.07491,3.85251,0
3.14925,2.51426,0
1.9448,1.78781,0
7.14998,9.70814,1
1.72871,2.62376,0
7.00186,4.78069,1
7.85459,10.0363,1
1.34443,0.204623,0
1.45526,4.29657,0
7.69814,8.0852,1
3.21605,3.88067,0
1.72593,3.61236,0
7.65388,7.71388,1
3.52029,4.60819,0
0.386159,3.90425,0
1.8277,4.14687,0
7.17511,8.77265,1
6.46196,8.22983,1
8.36381,8.08644,1
6.25797,7.39325,1
5.33013,7.94147,1
6.01854,7.96469,1
0.600747,3.9308,0
1.54509,1.97026,0
9.12348,6.31148,1
2.29071,2.98871,0
5.95101,5.85594,1
4.04679,7.34356,1
6.67764,10.0941,1
7.93138,7.86123,1
8.33838,6.86243,1
3.28568,2.07693,0
4.33328,8.31619,1
6.80246,7.3018,1
6.74599,5.54924,1
6.39029,8.63556,1
2.89414,3.62319,0
2.75384,0.924427,0
1.92866,2.58904,0
3.2437,1.88137,0
7.95694,6.85406,1
3.14122,3.08283,0
3.26839,7.66206,0
7.37194,5.42014,1
0.864887,3.83069,0
2.93552,2.74003,0
6.74196,8.02622,1
3.25891,3.94349,0
5.83757,7.91445,1
5.09291,8.78301,1
2.16951,4.77131,0
2.48886,4.71053,0
3.13104,5.03828,0
5.30779,5.58047,1
1.84411,2.34623,0
3.41006,5.22979,0
6.53298,10.0814,1
1.97879,5.34532,0
5.40474,5.86779,1
5.74356,5.09757,1
2.75727,4.32271,0
6.26573,7.21986,1
5.21506,4.71986,1
4.91445,9.32531,1
1.89236,4.91877,0
3.44989,3.2127,0
7.04051,8.09795,1
5.65951,5.01673,1
3.45427,3.66601,0
1.51294,4.22242,0
6.61601,6.21466,1
4.98323,7.0166,1
2.74743,4.65266,0
4.40093,6.83812,1
3.19433,4.22916,0
2.31732,2.08101,0
4.67671,5.42259,1
3.07457,2.89735,0
4.62262,4.2024,0
6.29209,6.48135,1
2.74578,4.18142,0
5.09287,9.32996,1
5.69397,6.17783,1
5.6036,8.75469,1
5.41313,3.48782,0
3.30434,4.59366,0
3.64753,3.44981,0
5.47748,6.71422,1
2.97217,4.01654,0
5.48093,7.9918,1
4.58161,5.056,1
