@relation artificial_E2s_0_50

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
5.70721,9.55397,1
6.64632,7.59417,1
6.62341,7.01195,1
2.42014,1.8891,0
6.34846,10.7796,1
7.79105,7.65161,1
7.18032,8.00031,1
1.68734,4.83044,0
3.16297,6.08989,0
6.59335,8.10113,1
4.70586,0.695302,0
6.80269,8.04248,1
1.39153,2.16868,0
8.04111,8.65151,1
7.25695,10.53,1
3.00554,6.0313,0
3.50644,3.28033,0
8.45263,6.54935,1
7.94408,6.93855,1
6.69703,7.38297,1
3.36792,1.88975,0
7.14595,7.3612,1
6.94308,8.2057,1
6.19905,10.1803,1
2.5571,4.36451,0
2.59865,3.24511,0
6.90812,10.2632,1
3.35378,1.12547,0
0.781383,2.04938,0
6.22149,10.9172,1
6.87828,7.90641,1
1.08417,2.06693,0
1.98035,2.4172,0
5.76636,6.78756,1
5.89354,9.1052,1
1.28791,3.60778,0
1.73732,1.71981,0
6.96265,8.48422,1
7.1919,7.20731,1
1.79024,3.35659,0
8.306,8.38872,1
1.95022,3.97643,0
4.57897,2.53613,0
5.9138,10.13,1
-0.587501,0.445517,0
2.00736,4.54374,0
3.00669,1.88252,0
3.11063,0.685475,0
7.11055,8.14799,1
7.73119,7.08558,1
6.87514,9.26426,1
2.92793,3.56056,0
6.81317,8.09428,1
0.355249,4.0616,0
6.80928,8.37309,1
1.05503,3.90057,0
1.00801,2.968,0
1.2402,3.65813,0
3.44395,2.31752,0
2.01676,2.20483,0
8.34895,6.32121,1
1.24916,2.48584,0
2.87248,3.23389,0
6.805,5.86079,1
8.14273,8.40631,1
5.45239,5.68552,1
5.99827,7.98279,1
2.38541,2.0009,0
1.78831,2.37297,0
8.24021,8.40444,1
6.98554,6.67354,1
2.08799,2.8434,0
2.56815,1.1578,0
2.30172,6.19075,0
1.58104,2.63804,0
8.56605,9.52297,1
1.37745,2.20868,0
7.11574,8.57972,1
2.19996,1.85625,0
1.57866,3.52971,0
6.49517,7.59245,1
8.32663,5.61928,1
7.52789,8.16284,1
-0.310356,3.48624,0
1.01762,2.88885,0
7.63616,7.06036,1
7.96113,6.77205,1
2.45943,5.34603,0
8.11881,6.94496,1
1.42646,3.599,0
7.91439,7.02108,1
1.54578,1.45164,0
7.09901,7.7503,1
6.55689,9.40848,1
5.73198,7.20484,1
1.78984,3.25236,0
7.03201,9.15671,1
3.28648,1.09936,0
0.499907,2.43335,0
2.06354,4.28404,0
2.05213,8.68953,0
5.54633,4.915,1
6.1085,4.34778,1
1.52328,8.07861,0
1.48266,8.47481,0
0.347426,7.55644,0
5.56984,-0.160796,1
5.40478,3.45304,1
5.18147,2.5333,1
5.1246,4.03095,1
0.726697,7.10027,0
5.76924,0.281451,1
5.62413,3.12006,1
4.20835,4.89945,1
2.31001,7.04394,0
2.52477,9.80227,0
3.1705,6.18597,0
4.35201,3.84405,1
4.23796,4.05316,1
0.208123,9.71016,0
6.36315,3.14425,1
7.17653,2.98278,1
6.898,4.96335,1
2.95749,9.77922,0
0.984528,10.4115,0
3.7541,3.6276,1
1.46629,9.16817,0
1.87163,8.56348,0
5.88021,4.67032,1
2.03101,10.6859,0
1.32408,8.98315,0
5.9007,2.02778,1
1.57732,9.56671,0
1.71287,9.33328,0
1.54477,10.5534,0
1.19078,10.1721,0
0.699845,7.72282,0
4.83981,4.50123,1
1.90073,9.70341,0
0.981074,7.45364,0
0.523166,10.9496,0
4.0691,3.59357,1
2.54826,9.71666,0
5.14764,4.193,1
3.32431,8.26787,1
0.416482,10.553,0
3.6226,4.08886,1
0.993347,11.9321,0
2.12601,7.49796,0
3.93268,2.74595,1
5.01531,3.3712,1
2.572,5.54984,0
2.36793,8.74432,0
6.89906,4.35482,1
3.27398,10.6412,0
3.98491,3.90828,1
2.01507,10.4512,0
1.17522,9.28303,0
0.765865,9.13876,0
6.46155,3.58317,1
-1.41341,9.87604,0
-0.693841,8.51584,0
0.454025,9.89562,0
5.0888,5.75782,1
6.60029,4.14117,1
5.6405,4.87271,1
4.1995,4.36342,1
4.77968,3.24486,1
4.98031,2.55543,1
0.802028,9.22547,0
4.79646,4.43333,1
3.07742,8.27927,0
7.4879,5.35132,1
1.00312,9.91366,0
6.33675,3.33558,1
6.11019,3.2125,1
2.82963,9.67306,0
5.82484,4.20321,1
0.651578,8.04278,0
5.79052,2.6651,1
1.96408,6.57084,0
3.08316,7.70974,0
5.36519,4.44697,1
0.402072,9.35363,0
4.51137,2.28913,1
2.42214,9.13127,0
6.12127,6.02357,1
4.71685,4.53053,1
0.717967,5.80768,0
6.05326,2.82361,1
1.46627,7.89834,0
4.87127,3.89614,1
3.84807,3.00467,1
1.73074,9.21051,0
5.54131,3.48972,1
1.81533,8.65607,0
4.8271,4.33018,1
5.17399,3.56025,1
0.303863,8.30237,0
3.3156,5.12969,1
