@relation artificial_E2s_0_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
4.02821,3.82979,0
0.471772,0.219592,0
1.17374,2.14223,0
5.75437,7.66111,1
1.63592,3.55556,0
2.82528,4.22486,0
7.99866,10.8756,1
-0.268774,-0.086947,0
2.27782,2.36907,0
1.62516,3.33443,0
6.98781,7.46771,1
3.99433,4.37271,0
6.75933,8.01699,1
7.31422,6.16262,1
1.95752,2.15479,0
6.33253,8.34529,1
1.70663,3.89138,0
6.315,9.14684,1
0.568686,3.16436,0
3.42416,3.3205,0
5.97661,8.87139,1
6.73011,6.14428,1
1.92158,2.99355,0
7.73099,9.05945,1
2.21136,1.99402,0
2.63311,3.81315,0
0.476061,0.259417,0
2.8889,2.67522,0
1.91626,3.91663,0
3.97195,2.3653,0
6.77895,9.92546,1
7.57593,6.31008,1
1.97352,1.08798,0
2.34179,2.109,0
7.18423,10.8281,1
6.92374,8.53149,1
8.19402,9.73993,1
7.28278,7.95988,1
3.10363,4.36126,0
1.82622,3.17188,0
7.44444,9.15459,1
6.94378,7.38172,1
6.40842,9.37642,1
2.45518,2.1815,0
7.5749,10.0437,1
2.069,4.48949,0
7.44064,9.81187,1
7.97654,9.35843,1
3.11706,1.65421,0
2.65324,5.81987,0
0.777499,2.48289,0
5.61138,6.25414,1
6.53266,7.79244,1
1.88113,3.37146,0
1.9593,8.03975,0
7.70617,6.21317,1
1.47325,0.528624,0
7.10243,7.93901,1
7.54283,8.54985,1
2.96942,1.85189,0
7.96052,10.9296,1
6.09092,7.74441,1
1.81366,4.9128,0
2.69518,1.21893,0
1.15329,2.29543,0
3.29448,3.03952,0
6.29284,8.91389,1
7.8433,7.21362,1
1.20956,1.29859,0
2.84095,3.54489,0
5.72071,6.92262,1
7.26075,5.82445,1
1.59277,2.96209,0
2.43442,2.67806,0
6.82439,7.61554,1
6.87423,6.22954,1
6.78391,8.37953,1
5.82729,5.41602,1
2.65089,3.75976,0
3.32432,2.28613,0
2.0485,1.23036,0
2.48865,5.48777,0
6.67695,7.49539,1
8.55652,8.0348,1
6.48735,5.47555,1
8.14681,9.9183,1
7.91802,7.37197,1
2.29371,4.49245,0
2.29853,3.0195,0
1.2708,3.12482,0
6.98339,6.16237,1
2.2313,4.70927,0
5.25241,7.79182,1
1.02461,6.10254,0
6.99532,8.66497,1
0.840223,2.5745,0
7.5598,9.61326,1
7.08563,6.55899,1
2.63813,1.42528,0
1.92904,1.69725,0
2.52932,3.37695,0
6.22569,6.46217,1
4.41002,9.23908,1
4.26057,4.93147,0
2.29749,4.72828,0
8.10868,8.22458,1
6.11072,10.6842,1
6.79821,7.27995,1
9.20797,9.99123,1
6.21493,6.87065,1
7.61763,7.86211,1
0.380668,2.77564,0
1.72925,2.08096,0
2.1534,5.92809,0
6.74731,8.9844,1
2.86365,4.5474,0
7.14301,8.5272,1
7.31587,7.58346,1
7.38863,6.08655,1
2.55993,1.66924,0
7.24373,7.53585,1
6.14289,7.29483,1
5.74506,7.90079,1
5.69342,9.49348,1
