@relation artificial_E2i_4_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
3.5397,6.33603,0
5.60912,5.44313,1
2.7702,5.22487,0
1.66316,3.16972,1
3.11975,7.37057,0
4.91936,7.24041,0
6.11451,5.0122,0
3.8797,8.87036,0
5.61064,7.21865,0
3.651,4.67225,1
4.87799,2.57975,0
5.96004,3.61373,1
4.4125,5.10647,0
6.79522,4.97554,0
5.39753,6.94832,0
2.40608,7.86768,1
3.78373,3.82069,1
4.82939,6.70869,0
2.26305,5.75958,0
1.46894,7.35829,1
4.65564,5.03612,0
1.30069,4.2735,1
5.88579,6.34716,1
4.63017,7.94644,1
4.02633,7.39551,0
2.46209,3.87495,1
3.53081,7.30121,0
4.96028,6.10161,1
6.41754,6.53651,0
2.54682,4.99445,0
1.60408,6.3687,1
3.53073,5.27634,1
5.41558,3.5495,0
2.25774,6.09516,0
5.76575,4.8647,0
4.18777,6.01209,0
4.13679,3.59219,1
6.01786,7.6589,1
4.92084,5.8903,0
5.01322,3.98881,0
6.04056,7.36508,0
5.58664,4.55074,1
4.03043,6.28491,1
3.90251,6.31926,0
1.88712,4.13229,1
4.32509,4.96444,1
5.05132,6.16913,0
6.31519,6.39308,0
5.44518,6.4957,0
3.99586,3.95183,1
7.02281,5.05232,1
4.81496,2.66021,1
3.29703,5.5185,1
6.13826,5.55807,0
4.96079,5.3345,0
5.59569,8.11265,0
5.97159,5.16522,1
5.4672,4.05168,0
5.13113,5.73168,0
5.30227,5.00507,0
4.02947,7.81052,1
5.2245,3.89526,1
4.78975,4.11129,1
5.23663,4.24165,1
3.54042,3.96578,1
4.25618,5.59819,1
5.07838,6.80958,0
4.79694,4.1555,1
4.19895,4.59234,1
5.73932,3.76944,0
3.27008,6.72989,1
3.72621,5.77543,0
2.87563,4.13915,1
6.33312,2.97325,1
5.6086,3.35385,1
4.20618,6.23919,0
6.67092,3.14077,0
5.50796,4.35091,0
5.45718,5.33502,1
5.69685,5.53089,1
5.02105,7.19818,1
3.4588,7.12161,1
4.77357,8.20253,0
5.35105,5.92031,1
3.41977,4.07643,1
4.97626,5.26728,0
4.06038,7.6313,0
4.60356,6.14347,1
4.81669,4.16779,1
4.85733,6.6198,0
3.41775,6.62296,0
2.86621,4.2348,1
3.77872,4.30785,1
5.31152,4.27473,1
2.95777,4.55693,0
6.06983,5.40692,0
2.87639,2.71453,1
4.00804,8.48235,0
6.33876,6.86161,0
4.2136,6.59981,0
1.8394,3.50288,1
3.35885,6.61259,1
3.89322,7.08563,1
4.23942,6.23155,1
3.1457,2.94262,1
4.77167,5.06232,1
4.49942,4.03554,1
4.41248,7.99659,0
