@relation artificial_E2i_6_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
6.86121,9.16445,0
7.94769,7.9286,0
1.43695,4.1358,1
1.4013,3.5223,1
7.48153,9.01139,0
1.74332,3.15587,1
7.92458,9.2205,0
8.7252,6.6811,0
0.0931489,5.34828,1
7.35141,9.46995,0
2.00541,1.90648,1
1.26706,1.67211,1
6.57437,8.62031,0
7.5138,6.7759,0
8.22759,7.6307,0
2.97412,2.35394,1
7.3357,9.64288,0
1.74115,2.90552,1
8.34065,8.85862,0
7.18934,5.86189,0
7.10589,7.8328,0
7.41287,8.08435,0
2.38948,4.73647,1
7.38042,7.74765,0
6.92515,9.31959,0
8.03162,8.65889,0
3.46682,3.28807,1
7.54891,9.22063,0
0.187163,2.02017,1
4.2978,1.80599,1
7.3949,5.33765,0
6.59314,9.58411,0
2.0555,2.68682,1
3.53934,2.81018,1
7.20852,5.78798,0
7.47819,6.15709,0
2.02866,2.02572,1
1.58409,2.07438,1
0.612478,3.78217,1
0.931847,1.05477,1
6.86346,9.49005,0
2.39778,5.30506,1
1.40798,1.87468,1
2.22285,1.13594,1
5.55594,5.52085,0
2.89094,3.24833,1
1.78748,4.7767,1
7.24478,12.3785,0
1.47336,5.32795,1
6.47093,7.80126,0
1.81099,5.118,1
1.42447,0.422774,1
3.9759,3.24545,1
2.54944,3.46805,1
5.19801,7.67715,0
0.633777,3.5333,1
2.28777,1.65767,1
1.67356,3.88774,1
7.68971,5.50164,0
5.7963,8.8273,0
7.03771,7.59442,0
7.01042,7.58113,0
7.50223,7.62397,0
1.88257,1.23434,1
5.55345,7.7499,0
0.6411,2.28768,1
0.983261,5.14299,1
1.53895,3.371,1
3.25525,4.83745,1
3.60485,2.90766,1
6.82057,7.58322,0
6.75347,5.4048,0
2.22831,3.15075,1
8.14785,8.7786,0
3.45561,2.704,1
3.0304,2.41106,1
7.17073,6.37219,0
2.45919,4.23718,1
1.78044,2.59155,1
5.78552,7.15992,0
1.64918,4.40122,1
2.00714,0.101813,1
7.29147,8.57708,0
3.36877,3.78068,1
0.48274,1.87431,1
6.49628,9.28937,0
7.21277,10.9081,0
6.40793,5.17761,0
7.66521,7.99884,0
2.75022,4.85688,1
1.82735,3.88879,1
6.13995,8.40331,0
8.10275,7.97878,0
3.53275,2.9525,1
1.9698,1.81082,1
5.73712,7.2075,0
7.05392,8.19431,0
3.17988,2.33593,1
1.57992,3.3166,1
3.00011,4.25929,1
8.32197,8.20101,0
2.2509,2.64035,1
2.1077,2.03611,1
5.59109,8.29951,0
8.40591,10.2215,0
5.94715,7.78232,0
0.565786,4.47072,1
2.80067,0.933702,1
0.843149,2.4296,1
1.22524,3.61259,1
6.3656,7.99298,0
7.09256,6.58262,0
4.08809,8.46813,0
