@relation artificial_E2i_1_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
2.11479,2.63605,0
6.83165,8.48075,1
7.24201,8.15904,1
0.171099,2.60188,0
8.30482,6.57845,1
2.20765,3.18772,0
7.18336,6.9916,1
2.11879,1.96871,0
4.71253,8.11422,1
8.01919,10.0833,1
9.556,8.05715,1
8.69666,8.83815,1
2.8722,1.99707,0
6.57529,8.14422,1
7.48293,9.64553,1
8.02043,8.4633,1
6.9044,10.979,1
2.31886,1.90844,0
2.04733,1.61657,0
6.95745,7.32491,1
6.48418,5.35235,1
1.92688,1.49949,0
1.83988,4.97747,0
6.10874,6.64317,1
7.21083,8.51011,1
2.29644,3.92142,0
3.15541,1.94241,0
6.46663,7.1047,1
6.6193,6.75445,1
8.1849,8.19237,1
7.21889,10.8016,1
2.21132,2.81875,0
8.19131,7.82745,1
1.43356,3.41693,0
7.23572,8.49253,1
7.72346,7.00872,1
6.65744,6.08128,1
6.95411,7.45765,1
0.527766,4.02113,0
5.88468,8.95841,1
9.10402,6.5405,1
3.71126,2.4738,0
2.22233,1.00739,0
7.07772,6.26687,1
1.70238,4.95336,0
6.87716,9.39735,1
6.01505,6.68672,1
2.72219,2.74403,0
1.87228,1.85935,0
2.00418,1.55882,0
8.29964,6.9268,1
3.28394,6.17386,0
6.26856,7.16565,1
0.0922694,4.33424,0
7.58837,11.3333,1
2.10413,2.83847,0
1.83688,1.65755,0
2.19895,3.23728,0
1.73572,1.96588,0
1.00334,0.821133,0
6.89876,6.27142,1
9.91339,8.63639,1
7.30635,8.66983,1
8.36877,7.28941,1
2.55178,3.59708,0
6.54758,7.17262,1
7.43827,9.21781,1
8.27625,9.18284,1
2.41301,4.92996,0
0.928022,1.40205,0
1.95527,2.85331,0
5.26222,4.44493,1
6.32113,6.9629,1
2.3657,2.12218,0
0.731117,0.0716466,0
5.97394,7.00267,1
4.4358,2.90721,0
0.921073,3.81797,0
2.12822,4.8712,0
9.0351,6.79487,1
2.11711,1.00626,0
4.6892,8.89408,1
6.86195,8.81406,1
7.44369,7.16967,1
