@relation artificial_E2i_2_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
2.46358,6.10417,0
6.96524,5.39487,1
6.2006,5.79218,1
3.43348,3.12154,0
7.12125,8.04579,1
7.63486,6.251,1
2.09621,5.34322,0
5.92234,8.17049,1
4.2087,4.92125,0
5.61608,4.66024,1
6.44141,7.73084,1
7.51994,7.56035,1
3.5819,7.46924,0
6.25056,6.78969,1
5.23466,6.07858,1
5.15769,6.47922,1
2.81882,3.86471,0
7.97421,10.5408,1
3.48004,3.15414,0
5.75487,4.2539,1
3.49967,5.01172,0
3.89003,3.42617,0
2.96756,8.04485,0
5.87969,6.94373,1
5.27057,8.17415,1
3.7135,6.15295,0
7.08894,4.85725,1
4.6083,10.2672,1
6.67288,8.51278,1
7.53465,7.85497,1
6.47367,7.34842,1
3.25071,4.72983,0
2.82957,2.90098,0
1.38762,3.29142,0
6.84142,6.85014,1
5.43929,6.63678,1
4.08196,4.63388,0
7.65834,8.41845,1
3.42218,4.44936,0
3.42487,2.01155,0
6.43089,8.10323,1
3.14849,5.17339,0
2.26877,2.18787,0
1.96898,3.29006,0
1.40037,2.46139,0
6.5655,7.56843,1
2.35085,3.61797,0
2.28226,4.74678,0
2.71491,5.32129,0
3.51082,4.20339,0
1.99449,4.42081,0
3.01931,6.26436,0
3.88368,4.16385,0
2.55793,2.2272,0
2.06315,4.69553,0
6.06371,6.33894,1
5.1042,4.26066,1
6.45219,5.85798,1
2.38905,2.7351,0
2.9528,3.16534,0
5.88145,7.50426,1
5.62964,4.69254,1
5.21239,4.75128,1
1.18527,1.48296,0
6.35334,7.66288,1
6.72066,7.30344,1
5.56448,0.787299,0
6.16912,5.04869,1
3.00708,4.56412,0
2.30759,5.15163,0
7.3211,7.75298,1
4.50703,6.56311,1
7.14683,7.19735,1
5.45102,5.86701,1
2.6115,2.08126,0
2.54811,4.78784,0
3.74348,5.67101,0
4.12903,5.62268,0
2.75211,4.4439,0
3.65854,4.2118,0
3.81119,5.1975,0
3.70684,2.56743,0
7.05849,8.76291,1
7.51406,6.37771,1
2.2085,4.17627,0
6.96551,6.48885,1
0.867914,5.77142,0
7.55168,5.13211,1
2.3289,4.9954,0
1.37525,4.26582,0
2.95054,4.16497,0
1.46528,4.20053,0
3.3678,2.89617,0
5.72821,7.55103,1
5.79071,8.03126,1
5.94859,8.84918,1
5.52105,8.17784,1
1.65798,2.75292,0
9.09554,8.39483,1
4.07128,5.29625,0
7.84333,8.03727,1
5.12595,5.9625,1
5.68754,6.54175,1
7.76144,5.97767,1
5.78926,8.09947,1
5.06484,2.99956,0
4.98884,4.17405,0
1.80815,4.40078,0
4.72956,8.19029,1
5.88737,8.45891,1
3.05065,2.31943,0
6.69468,7.84945,1
3.3407,5.19998,0
4.55551,5.97017,1
7.7956,7.17931,1
5.78486,7.34814,1
3.51163,3.75914,0
6.99965,7.74477,1
7.26328,6.98369,1
3.77088,6.93064,0
5.21829,5.13126,1
5.6004,7.27822,1
2.22143,2.00866,0
7.52408,4.19888,1
1.47643,4.73468,0
2.1538,4.41545,0
7.01952,9.32815,1
7.56511,6.1131,1
6.09644,9.65602,1
7.21749,7.92446,1
7.18587,7.2254,1
6.63265,7.38066,1
4.03889,3.80622,0
4.65577,5.5415,0
5.09349,5.0382,0
6.74947,6.08925,1
1.45595,2.17089,0
6.87533,9.05456,1
4.68561,7.26734,1
4.16198,7.50901,1
5.08971,6.28562,1
7.15107,9.18536,1
6.47688,8.25571,1
4.41301,7.55115,1
6.89601,3.92562,1
3.24099,5.22875,0
1.6696,2.40539,0
5.02653,4.54879,1
5.14553,8.19126,1
3.00478,2.90964,0
2.59207,6.01915,0
8.02445,7.8538,1
7.03154,9.54686,1
6.48343,8.6438,1
5.2034,7.14857,1
5.5636,7.59916,1
2.59773,5.30978,0
2.47556,5.72266,0
4.59731,3.05654,1
5.9425,5.26676,1
6.24962,6.84606,1
6.4516,5.98874,1
5.8199,7.26735,1
4.25675,7.68456,1
5.61815,6.19285,1
4.46067,2.53493,0
4.7325,3.53372,0
6.43446,4.1085,1
3.77604,4.21365,0
0.59653,5.01395,0
2.24707,5.71331,0
3.54194,1.21539,0
6.90386,8.14547,1
3.28899,4.93216,0
1.50574,3.72154,0
1.86693,3.10283,0
2.41403,3.88322,0
5.13078,4.87672,1
6.04337,4.66823,1
3.59901,6.42903,0
5.78375,6.87965,1
2.9179,3.03294,0
1.94209,2.57413,0
6.76625,6.24782,1
7.43189,4.60576,1
2.89878,4.50657,0
4.28333,5.5975,0
1.10806,3.43039,0
4.75004,5.17354,0
3.31912,5.40765,0
3.49296,4.88943,0
2.73336,4.15162,0
5.90059,5.08108,1
5.46107,6.85504,1
2.9433,4.16776,0
3.63405,3.28738,0
2.92694,8.12469,1
4.49924,8.03481,1
1.92469,4.25203,0
4.86686,7.56442,1
2.33658,2.10764,0
3.39209,4.6635,0
7.15441,8.95451,1
7.39624,5.85051,1
3.38324,2.5793,0
5.88499,6.62415,1
6.40962,8.1452,1
5.02763,6.44385,1
3.98076,3.98898,0
3.28265,3.34201,0
6.53491,5.61697,1
7.72349,6.59645,1
3.17973,3.18876,0
4.28491,4.71075,0
2.01317,3.88623,0
1.88497,7.04235,0
5.79419,6.65431,1
7.71995,7.07253,1
6.37876,7.85847,1
4.8619,10.6723,1
6.33599,7.40531,1
2.90531,4.55481,0
5.18187,5.14987,1
2.84739,4.94852,0
1.30126,5.22309,0
4.02996,6.77806,1
5.75451,7.79135,1
3.01958,4.88021,0
4.82562,10.0386,1
2.76476,3.34002,0
1.62749,4.56499,0
2.28559,2.97639,0
5.66023,6.83327,1
6.13445,6.17366,1
4.02142,5.14574,0
4.52718,5.35237,0
1.76955,4.57785,0
2.92425,3.17526,0
4.76256,5.37051,1
5.31371,4.9775,0
3.68056,3.4051,0
3.05985,8.05921,1
4.90656,8.81776,1
5.0338,3.49466,0
2.58153,4.17414,0
2.15898,3.73993,0
6.73264,5.42073,1
6.47875,6.22646,1
7.71928,7.80405,1
6.42029,8.34611,1
1.92775,3.9396,0
6.22166,7.33323,1
4.58108,7.83993,1
6.81561,5.03179,1
3.14493,5.19902,0
3.32994,7.10016,0
3.56214,5.82146,0
3.07241,3.13542,0
3.5313,5.74582,0
3.32513,5.70345,0
5.71144,5.74751,1
3.84744,0.990533,0
5.24535,8.16255,1
3.9271,6.36215,0
6.82373,4.26356,1
2.74268,3.8155,0
3.79244,2.63896,0
3.04656,4.80355,0
1.73747,3.56113,0
5.08318,5.74965,1
7.29781,4.95491,1
3.3009,6.2274,0
4.89956,4.01653,0
4.83232,7.04112,1
2.81746,4.17231,0
