@relation artificial_E2i_3_500

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {0,1}

@data
4.10012,4.47155,0
4.56187,5.54649,0
5.33462,6.80138,1
5.84006,6.63924,0
2.87954,3.4525,0
3.38061,6.69426,0
5.27414,7.52282,1
3.98012,6.47933,0
2.50305,5.98859,0
3.59932,6.01773,1
2.18952,5.4419,0
3.75117,6.59717,0
2.34465,4.81115,0
5.19294,5.45233,0
2.78947,7.80405,0
6.16958,4.06075,1
4.84618,5.28415,1
6.53343,9.17943,1
3.80329,6.042,0
4.49802,3.50564,0
5.09961,4.62869,0
6.09255,7.59843,1
5.68452,5.55682,1
5.01659,4.58604,1
3.28326,4.76075,0
4.42874,6.69398,0
4.03407,3.15167,0
7.02624,5.02039,1
2.94889,7.08828,1
4.8914,5.69946,0
4.32034,8.46317,0
5.24985,6.13402,1
4.36182,7.59119,1
2.3081,7.79195,0
3.4127,5.60585,0
4.03146,5.19822,1
2.76196,4.86148,0
4.26075,4.74203,0
2.45707,6.75286,0
3.57051,5.02919,0
5.57895,3.56663,0
5.00729,3.53397,0
4.06841,6.19702,1
5.04926,5.42382,0
4.59132,5.7084,1
6.85087,6.18253,1
4.2814,7.54763,1
2.73499,7.16038,0
4.96048,7.98502,1
4.33412,3.71612,0
3.06894,2.98632,0
5.0172,7.11909,1
3.32563,4.06582,1
5.76548,4.94347,1
2.32077,7.11442,0
4.809,8.20246,1
4.63587,7.32462,0
2.48586,4.2604,0
3.41726,4.24834,0
3.77458,3.73734,0
3.93666,6.90485,1
3.24236,4.09835,0
3.74286,4.70677,0
4.70126,5.95235,1
5.22813,5.51568,1
4.06443,5.42647,1
3.96612,3.64625,0
4.12394,6.58197,1
5.08908,6.24818,0
5.64375,5.11933,1
4.52362,2.24642,1
4.51677,5.1062,1
2.78248,5.59624,0
5.77119,6.56263,0
4.51338,4.35424,0
3.13735,3.767,0
3.85381,4.45688,1
5.56083,6.58149,1
4.78009,4.34065,1
3.33678,5.3121,1
2.08165,1.76223,0
4.26213,7.43304,0
4.55844,5.34568,1
4.20748,2.31845,0
4.46004,6.26876,1
3.32357,4.45209,0
3.02023,3.1992,1
4.23175,6.00324,1
3.21739,7.97449,1
4.05796,5.83686,0
4.68319,5.57969,0
3.72488,2.40018,0
3.79084,3.03084,0
5.91092,5.53838,1
4.4525,5.36868,1
4.98248,4.69204,1
3.94626,5.99353,0
4.68638,5.89869,0
5.29256,7.37832,1
2.66471,5.97927,0
4.98505,5.88102,1
4.81642,6.49268,1
4.35539,3.18931,0
4.47477,4.31811,0
3.9707,5.92276,1
5.96033,5.24097,1
5.80552,6.35504,0
5.1064,4.72513,1
4.75759,8.35174,1
4.85988,7.64131,1
3.31446,5.72152,1
3.08396,4.81296,0
3.06278,6.42104,0
3.9759,5.42335,0
2.9473,5.18847,0
6.40603,5.08439,0
2.35172,6.34468,0
3.9691,3.94158,0
4.55136,3.67083,1
5.31823,7.51537,1
5.67986,3.38048,1
5.35327,5.74001,1
4.55734,6.65246,1
5.472,5.77372,1
5.16246,4.59527,0
3.46935,4.57362,0
3.3928,5.71915,0
2.97983,5.10953,0
4.75066,3.84596,0
5.03231,7.64638,1
3.92885,6.64297,1
5.11771,4.12674,0
3.75561,7.29098,0
2.10721,8.05146,0
5.94968,4.29009,0
4.66017,4.59406,1
4.2341,5.79546,1
4.65686,6.3972,1
4.85581,4.92309,1
3.1024,4.68011,0
6.17642,4.9943,1
3.96227,3.12618,0
6.04389,7.74056,1
5.66603,6.25174,1
4.37296,7.17422,0
5.56362,5.03742,1
5.6127,2.30913,0
3.2735,4.5141,0
6.88069,4.23167,1
4.56793,4.61322,0
4.38686,5.22445,0
5.55063,5.53822,1
3.04497,2.61116,1
5.43778,5.90823,1
3.3979,4.56098,0
3.40888,3.16109,0
4.84897,5.36839,0
4.21313,5.64455,1
4.48875,2.34238,0
4.75242,4.72748,1
4.91997,6.24767,1
4.63933,6.38258,1
3.92809,5.22645,0
3.49091,5.65543,0
4.22783,7.03303,0
4.57891,5.09554,1
6.60985,8.71247,1
4.16708,7.38423,0
4.55135,6.40804,1
4.41018,7.55203,0
4.18181,7.5181,0
6.02591,5.90929,1
6.69547,6.07526,1
5.9788,4.80639,1
4.77231,4.55927,1
5.26722,2.05433,0
5.29411,2.72593,0
2.95177,5.74829,1
3.15971,4.14301,0
4.16,5.49011,1
7.71887,7.1427,1
3.07449,6.61816,1
4.60662,4.86585,0
3.31709,6.5656,1
4.61954,5.37146,1
6.03495,5.51325,1
5.44454,5.48678,1
3.86616,5.82847,1
2.58119,6.85036,0
5.64898,6.16906,1
4.17502,6.90456,1
4.38796,3.90157,0
4.30116,6.02164,1
4.19376,4.64282,0
6.00642,5.3073,1
4.29204,5.57307,1
2.38996,3.97876,0
4.36982,5.55756,1
5.17425,5.51263,1
4.9103,5.65018,1
5.13949,5.7827,1
5.57362,6.08906,1
6.19858,4.90476,0
6.1625,5.97932,1
4.59589,2.96869,0
6.46528,5.77931,1
3.22528,3.92433,0
2.85598,2.84962,0
3.88752,3.6666,0
2.91395,6.27252,0
6.40907,3.98419,1
4.46268,5.20623,0
2.89435,5.79432,1
6.91431,5.03884,0
3.84896,4.82657,0
4.18894,7.26912,1
6.15154,5.1128,1
4.51369,6.44285,0
4.91814,7.4877,1
5.19352,6.4101,1
3.23521,3.75905,0
3.51892,6.20747,0
5.97074,4.45846,0
3.28959,4.11465,1
5.4998,6.52096,0
4.41985,5.47902,0
5.60889,6.74267,1
4.1133,5.56448,0
6.45372,4.91787,1
4.91164,4.86832,0
4.0182,7.49125,0
3.03273,2.91004,0
4.49436,4.88454,0
5.19433,6.30696,1
3.26554,5.80623,0
4.56208,5.23803,0
4.05213,2.99752,0
4.03949,7.45784,1
5.11118,5.98913,1
5.08837,6.01865,0
6.46554,5.61462,1
5.44615,6.40837,1
4.97716,5.36212,1
4.22598,4.65823,1
4.20123,5.56573,1
5.00889,6.68012,1
4.23919,6.54859,0
2.64837,4.48316,0
5.34464,4.37806,1
6.1218,5.71674,1
3.59956,2.73977,0
2.50216,5.70363,0
4.80016,5.45984,0
5.47674,5.88672,1
4.56916,5.14136,1
3.70703,4.46691,0
3.34767,6.1622,0
4.22432,7.42733,1
4.66834,6.35713,1
2.01121,5.42457,0
5.24596,8.36326,1
4.64765,2.29165,1
4.67367,9.38803,0
6.42681,3.82079,1
6.93883,6.56337,1
5.25894,5.72676,1
5.17173,6.60966,1
4.34421,5.31264,1
4.40295,6.43325,0
3.86649,4.24014,0
6.66391,4.78214,1
3.46322,6.40929,0
4.0952,5.08284,0
4.69756,4.61199,1
5.41305,6.26961,1
2.70249,6.0279,0
4.65873,7.84499,1
6.90895,7.46335,1
3.84274,4.32304,0
3.90213,2.50242,0
4.97416,4.02646,0
3.36488,4.19418,0
4.80675,3.41965,0
3.49812,5.75066,1
6.78891,3.97678,0
3.33918,2.7006,0
6.44169,2.60805,1
6.52411,3.80282,1
5.04323,3.7392,0
7.62941,4.24608,1
4.56068,7.23096,1
4.5173,6.74275,1
5.43149,6.54099,1
2.00753,7.35262,0
3.5332,6.4494,0
5.75092,5.66322,1
5.35596,5.68763,0
4.42505,6.11195,1
3.76292,4.71313,0
2.96511,3.09236,0
3.65396,4.99139,0
4.32089,3.37487,0
4.14954,8.68434,0
4.35347,3.38754,1
6.30306,7.60747,1
5.97163,4.4678,1
5.15777,5.67984,1
5.01168,8.04742,1
2.54024,5.6861,1
4.50123,5.12631,0
